,sentence,field,form_subj,lemma_subj,form_verb,lemma_verb,form_obj,lemma_obj,clean
174,"Bandet bytte ständigt medlemmar, och även deras låtmaterial var brett.",прятать,bandet,bande,bytte,byta,medlemmar,medlem,True
175,Bandet hade nu bytt skivbolag till Earache Records men producent var även denna gång Fredrik Nordström.,прятать,bandet,bande,bytt,byta,skivbolag,skivbolag,True
176,"Bandet hette från början The Reckless, men de bytte senare namn till The Pretty Reckless för att undvika problem.",прятать,de,de,bytte,byta,namn,namn,True
177,"Bandet, som har bytt medlemmar åtskilliga gånger, kom att bli något av en ""skola"" för många blivande stora musiker inom blues och bluesorienterad rock.",прятать,som,som,bytt,byta,gånger,gång,True
178,Bank AmeriCard bytte 1976 namn till Visa.,прятать,bank,bank,bytte,byta,namn,namn,True
179,Banken bytte huvudkontor flera gånger under kriget.,прятать,banken,bank,bytte,byta,gånger,gång,True
180,"Bara Leonard, Misse Munter och Figaro vet om att ""Max"" (som hunden byter namn till) är en hund.",прятать,hunden,hund,byter,byta,namn,namn,True
181,Barbara ställer ett ultimatum: antingen ändrar Sixten sitt leverne eller så kommer hon att adoptera John.,прятать,sixten,sixten,ändrar,ändra,leverne,leverne,True
182,"Barnmorskan sa först att barnet var en pojke, men efter en del funderande över babyns könsorgan ändrade hon sig och deklarerade att barnet var en flicka.",прятать,hon,hon,ändrade,ändra,sig,sig,True
183,"Barrichello såg långsam ut i starten, men det visade sig att stallet ändrat hans strategi till att göra två depåstopp, till skillnad från de flesta andras tre.",прятать,stallet,stall,ändrat,ändra,strategi,strategi,True
184,Bart börjar snart tycka att Jessica är för elak och under nästa gudstjänst berättar han för henne att hon måste ändra sin livsstil.,прятать,hon,hon,ändra,ändra,livsstil,livsstil,True
185,Basketverksamheten bytte då namn till Hammarby Basket och lämnade Stockholmspolisen.,прятать,basketverksamheten,basketverksamhet,bytte,byta,namn,namn,True
186,"Behöver man hjälp att formulera sina tankar till denna högre makt finns den så kallade sinnesrobönen: Gud, giv mig sinnesro att acceptera det jag inte kan förändra, mod att förändra det jag kan och förstånd att inse skillnaden.",прятать,jag,jag,förändra,förändra,mod,mod,True
187,Belgiska registreringsskyltar är personliga för ägaren och bilen byter således registreringsbeteckning när den byter ägare.,прятать,bilen,bil,byter,byta,registreringsbeteckning,registreringsbeteckning,True
188,Bergeströmsgatan delades mitt itu och dess östra del bytte namn till Sköldenborgsgatan.,прятать,del,del,bytte,byta,namn,namn,True
189,Bernardo tror att han har ändrat sig och tänker slåss för sig själv i stället: men Tony vägrar och blir illa tilltygad när han gång på gång bara tar emot Bernardos slag.,прятать,han,han,ändrat,ändra,sig,sig,True
190,Besättningen hittar något på skeppet som kommer att ändra deras framtid.,прятать,som,som,ändra,ändra,framtid,framtid,True
191,"Bilbranschen rekommenderar att man inte byter xenonlampor själv, bland annat eftersom lamporna drivs med högspänning.",прятать,man,man,byter,byta,xenonlampor,xenonlampa,True
192,Bilen hade nu bytt namn till Nissan Bluebird över hela världen.,прятать,bilen,bil,bytt,byta,namn,namn,True
193,"Billy Francis, Jay David och George Cummings var också en del av originaluppsättningen men man bytte bandmedlemmar en del genom åren.",прятать,man,man,bytte,byta,bandmedlemmar,bandmedlemma,True
194,Biografi Hade 1977-79 spelat som Cathy & The Heat men då man sparkade sångerskan Katti bytte man namn till Alien Beat.,прятать,man,man,bytte,byta,the,the,True
195,"Biografi Uppväxt och tidiga verk Brynolfsson studerade juridik vid Göteborgs universitet innan han ändrade inriktning och sökte sig till Teaterhögskolan i Malmö 1976-1979, då Staffan Göthe var rektor.",прятать,han,han,ändrade,ändra,inriktning,inriktning,True
196,Biografi Vid 16 års ålder bytte Maggie Stiefvater förnamn från Heidi till Margaret.,прятать,biografi,biografi,bytte,byta,stiefvater,stiefvat,True
197,Bjarne byter sin plats på livbåten när en ung islänning ber honom om det.,прятать,bjarne,bjarna,byter,byta,plats,plats,True
198,Bjurströmska pensionen bytte då namn till Kockska pensionen efter henne.,прятать,pensionen,pension,bytte,byta,namn,namn,True
199,Black Versus White Medan Kylie byter kläder framför dansarna en gammaldags bal.,прятать,kylie,kylie,byter,byta,kläder,kläder,True
200,Bland annat började man utvecklingen av transportplanet An-124 Ruslan för långa sträckor 1971. 1982 flögs planet för första gången. 4 april 1984 avled Antonov och till hans ära ändrade man namnet till Antonov.,прятать,planet,plan,ändrade,ändra,namnet,namn,True
201,Bland annat började man utvecklingen av transportplanet An-124 Ruslan för långa sträckor 1971. 1982 flögs planet för första gången. 4 april 1984 avled Antonov och till hans ära ändrade man namnet till Antonov.,прятать,man,man,ändrade,ändra,namnet,namn,True
202,"Bland annat föreslogs att elever med svårigheter ska kunna byta ut studierna mot lärlingsprogram tidigare än förut, medan framstående elever skall få ökat stöd för fortsatta studier.",прятать,elever,elev,byta,byta,studierna,studium,True
203,Blodet som blir kvar i köttet ändrar sammansättning under tillagningen och detta räknas inte som ett brott mot förbudet att konsumera blod.,прятать,blodet,blod,ändrar,ändra,sammansättning,sammansättning,True
204,"Blommorna åt flickan Fjärde berättelsen byter berättarteknik och går över till ett serietidningsliknande berättande med komiska inslag, blandat med överdrivna gester, rörelsefrysningar och slowmotion.",прятать,blommorna,blomma,byter,byta,berättarteknik,berättarteknik,True
205,Blotta närvaron av medlemmarna i Watchmen har förändrat världshistorien drastiskt; superkrafterna som Dr.,прятать,närvaron,närvaro,förändrat,förändra,världshistorien,världshistorie,True
206,"Bokhandlaren berättar att han bytt till sig tavlan i utbyte mot böcker om Henrys favoritkonstnär, som tagit sitt liv på Brooklyn Bridge på sin 21-årsdag.",прятать,han,han,bytt,byta,tavlan,tavlan,True
207,Bolaget bytte 1942 namn till Nättrabydalens trafikaktiebolag och började köra bussar och lastbilar.,прятать,bolaget,bolag,bytte,byta,namn,namn,True
208,Bolaget bytte namn till 1 trappa upp webbyrå.,прятать,bolaget,bolag,bytte,byta,namn,namn,True
209,Borgen bytte flera gånger ägare innan den hamnade hos adelssläkten Puchheim 1348.,прятать,borgen,borgen,bytte,byta,gånger,gång,True
210,Bosnienkriget (se ovan) har dock ändrat balansen; antalet bosniaker är hälften idag visavi 1991 och antalet kroater endast en tredjedel.,прятать,bosnienkriget,bosnienkrig,ändrat,ändra,balansen,balans,True
211,Bo Widerberg ändrade haveriplatsen till en mer spektakulär på Odenplan - packat med folk.,прятать,bo,bo,ändrade,ändra,haveriplatsen,haveriplats,True
212,Bregović bytte senare huvudinstrument till gitarr.,прятать,bregović,bregović,bytte,byta,huvudinstrument,huvudinstrument,True
213,"Brunkeberg i afton"" Kravet på republik framfördes i samband med oroligheter i Europa år 1848, då en rad revolutioner och uppror förändrade Europa.",прятать,revolutioner,revolution,förändrade,förändra,europa,europa,True
214,Bryggerigruppen bytte i maj 2005 namn till Royal Unibrew.,прятать,bryggerigruppen,bryggerigrupp,bytte,byta,namn,namn,True
215,Byte av partinamn Efter valförlusten i andrakammarvalet 1968 bytte högern i januari 1969 namn till Moderata Samlingspartiet.,прятать,byte,byte,bytte,byta,namn,namn,True
216,Byte av partinamn Efter valförlusten i andrakammarvalet 1968 bytte högern i januari 1969 namn till Moderata Samlingspartiet.,прятать,högern,höger,bytte,byta,namn,namn,True
217,Byten På Barrikadnaja kan man byta till Krasnopresnenskaja på Koltsevajalinjen (ringlinjen).,прятать,man,man,byta,byta,byten,byt,True
218,Byten På stationen kan man byta till Oktiabrskaja -stationen på Koltsevajalinjen (ringlinjen).,прятать,man,man,byta,byta,byten,byt,True
219,Byten På Taganskaja kan man byta till Marksistskaja på Kalininskajalinjen och Taganskaja -stationen på Koltsevajalinjen (ringlinjen).,прятать,man,man,byta,byta,byten,byt,True
220,Byte På Belorusskaja kan man byta till stationen med samma namn på Zamoskvoretskajalinjen (gröna linjen).,прятать,man,man,byta,byta,byte,byte,True
221,Bytte hösten 2008 märke till BMW efter att ha kört Husqvarna i tolv säsonger.,прятать,hösten,höst,bytte,byta,märke,märke,True
222,"Bytte namn till Carlskrona 1694; deltog i Öresund 1700, slaget vid Köge bukt 1710, sjöslaget vid Rügen 1715 samt i den förenade flottan 1720; blockskepp i Karlskrona 1721; sänkt 1730 vid inventariekammaren n:r 1 å Karlskrona varv.",прятать,slaget,slag,bytte,byta,namn,namn,True
223,"Bytte namn till Carlskrona 1694; deltog i Öresund 1700, slaget vid Köge bukt 1710, sjöslaget vid Rügen 1715 samt i den förenade flottan 1720; blockskepp i Karlskrona 1721; sänkt 1730 vid inventariekammaren n:r 1 å Karlskrona varv.",прятать,sjöslaget,sjöslag,bytte,byta,namn,namn,True
224,"Bytte namn till Carlskrona 1694; deltog i Öresund 1700, slaget vid Köge bukt 1710, sjöslaget vid Rügen 1715 samt i den förenade flottan 1720; blockskepp i Karlskrona 1721; sänkt 1730 vid inventariekammaren n:r 1 å Karlskrona varv.",прятать,blockskepp,blockskepp,bytte,byta,namn,namn,True
225,Cabriolet D-versionen bytte nu namn till Roadster.,прятать,versionen,version,bytte,byta,namn,namn,True
226,Cambridge. 2008. pp. 413-423 Plastiderna kan också ändra orientering beroende på ljuset.,прятать,cambridge,cambridge,ändra,ändra,orientering,orientering,True
227,C. diphtheriae producerar difteritoxin som förändrar proteiners funktion i värden genom att inaktivera förlängningsfaktorn EF-2.,прятать,som,som,förändrar,förändra,funktion,funktion,True
228,"Cerezo började som företaget Yanmars fotbollslag, men genom inträdet i den japanska proffsligan J-League 1995 så bytte de namn till Cerezo Osaka och blev en fristående klubb.",прятать,de,en,bytte,byta,namn,namn,True
229,"Charkiv är inneslutet på tre sidor, och delar av 40:e armén har bytt riktning västerut.",прятать,delar,del,bytt,byta,riktning,riktning,True
230,Cirka 1926 bytte skolan namn till Vasaskolan.,прятать,skolan,skola,bytte,byta,namn,namn,True
231,Citygallerian bytte namn till Hansagallerian och sedan 2003 bildar Hansacompagniet och Hansagallerian en galleria med namnet Hansa.,прятать,citygallerian,citygallerian,bytte,byta,namn,namn,True
232,Citygallerian bytte namn till Hansagallerian och sedan 2003 bildar Hansacompagniet och Hansagallerian en galleria med namnet Hansa.,прятать,hansacompagniet,hansacompagniet,bytte,byta,namn,namn,True
233,Claes Jägerhorn bytte i samband med introduktionen sitt namn till Jägerskiöld till åtskillnad från ätterna Jägerhorn.,прятать,claes,claes,bytte,byta,namn,namn,True
234,"Clemons förklarade ""Det är inte något du kan byta, om det lossnar så är det så.",прятать,det,den,byta,byta,något,någon,True
235,"Clemons förklarade ""Det är inte något du kan byta, om det lossnar så är det så.",прятать,du,du,byta,byta,något,någon,True
236,"Cobain var till en början missnöjd med Nirvanas medverkan på MTV Unplugged, men ändrade sin åsikt redan någon timme efter uppträdandet.",прятать,missnöjd,missnöjd,ändrade,ändra,åsikt,åsikt,True
237,"Coca-Cola ändrade sitt recept 1985, men denna variant, som senare har kommit att kallas New Coke och formellt heter Coca-Cola II sedan 1992, blev aldrig populär och det klassiska receptet kom snart tillbaka.",прятать,cola,cola,ändrade,ändra,recept,recept,True
238,Collingwood ändrade sin flottas väg så att han skulle förenas med Nelsons.,прятать,collingwood,collingwood,ändrade,ändra,väg,väg,True
239,"Cortex hette till en början (från januari 1980) Koma Jesus, men man bytte snabbt namn till Cortex (namnet kom trummisen Uno Wall på).",прятать,man,man,bytte,byta,namn,namn,True
240,"Cortex hette till en början (från januari 1980) Koma Jesus, men man bytte snabbt namn till Cortex (namnet kom trummisen Uno Wall på).",прятать,namnet,namn,bytte,byta,namn,namn,True
241,Cupen bytte namn efter huvudsponsorn.,прятать,cupen,cup,bytte,byta,namn,namn,True
242,Cyklisten växlar cykeln traditionellt för sin manuella trampkraft.,прятать,cyklisten,cyklist,växlar,växla,cykeln,cykel,True
243,Då ändrade LDB FC Malmö sitt namn till FC Rosengård.,прятать,fc,fc,ändrade,ändra,namn,namn,True
244,"Då byter han ut sitt exemplar mot den mer begåvade Martin Princes test, och skriver sitt eget namn på det.",прятать,han,han,byter,byta,exemplar,exempel,True
245,"Då bytte kören namn till Allmänna Sången, som kören i dagligt tal hade kallats sedan den grundades.",прятать,kören,kör,bytte,byta,namn,namn,True
246,"Då bytte orten Zhongdian officiellt namn till ""Shangri-la"".",прятать,orten,ort,bytte,byta,shangri,shangri,True
247,"Då bytte slavar och herrar roller, man gav varandra presenter och en uppsluppen stämning rådde.",прятать,slavar,slav,bytte,byta,roller,roll,True
248,"Då dimman kom tillbaka vid 10-tiden ändrade sig befälhavarna på Lind, Rigmor och Gudvang, och beslöt sig återigen för en utbrytning.",прятать,tiden,tid,ändrade,ändra,befälhavarna,befälhav,True
